mgi_symbol,ensembl_gene_id,entrezgene_id,gene_biotype,chromosome_name,start_position,end_position
Pxdn,ENSMUSG00000020674,69675,protein_coding,12,29987607,30067657
Gadd45g,ENSMUSG00000021453,23882,protein_coding,13,52000714,52002504
Nudt9,ENSMUSG00000029310,74167,protein_coding,5,104194172,104213245
Nudt11,ENSMUSG00000073295,58242,protein_coding,X,5959507,5967164
Ei24,ENSMUSG00000062762,13663,protein_coding,9,36690455,36708689
Steap2,ENSMUSG00000015653,74051,protein_coding,5,5714829,5744578
Trappc13,ENSMUSG00000021711,66975,protein_coding,13,104278657,104314977
Steap1,ENSMUSG00000015652,70358,protein_coding,5,5786317,5799326
Ormdl3,ENSMUSG00000038150,66612,protein_coding,11,98472082,98478194
Gca,ENSMUSG00000026893,227960,protein_coding,2,62494629,62524453
Khsrp,ENSMUSG00000007670,16549,protein_coding,17,57328051,57338522
Dcbld2,ENSMUSG00000035107,73379,protein_coding,16,58228806,58290090
Dmxl2,ENSMUSG00000041268,235380,protein_coding,9,54272442,54408910
Rps3a1,ENSMUSG00000028081,20091,protein_coding,3,86045247,86050009
Cast,ENSMUSG00000021585,12380,protein_coding,13,74840487,74956929
St3gal2,ENSMUSG00000031749,20444,protein_coding,8,111646554,111699112
Spp1,ENSMUSG00000029304,20750,protein_coding,5,104582984,104588916
Sh3bgrl2,ENSMUSG00000032261,212531,protein_coding,9,83430380,83520854
Arf6,ENSMUSG00000044147,11845,protein_coding,12,69418924,69420557
Rpl36a,ENSMUSG00000079435,19982,protein_coding,X,133486403,133488811
Cpox,ENSMUSG00000022742,12892,protein_coding,16,58490655,58537999
Seh1l,ENSMUSG00000079614,72124,protein_coding,18,67907946,67928557
Rasgrp2,ENSMUSG00000032946,19395,protein_coding,19,6449370,6465246
Zcchc17,ENSMUSG00000028772,619605,protein_coding,4,130209176,130253736
Cth,ENSMUSG00000028179,107869,protein_coding,3,157599885,157630714
Ankrd13c,ENSMUSG00000039988,433667,protein_coding,3,157652876,157713671
Loxl2,ENSMUSG00000034205,94352,protein_coding,14,69846517,69933283
Kmt5b,ENSMUSG00000045098,225888,protein_coding,19,3817421,3868303
Armcx4,ENSMUSG00000049804,100503043,protein_coding,X,133587268,133597506
Zxdc,ENSMUSG00000034430,80292,protein_coding,6,90346474,90380472
Lrig3,ENSMUSG00000020105,320398,protein_coding,10,125802037,125851228
L2hgdh,ENSMUSG00000020988,217666,protein_coding,12,69737207,69771647
Armcx3,ENSMUSG00000049047,71703,protein_coding,X,133657344,133662204
Ccar2,ENSMUSG00000033712,219158,protein_coding,14,70375613,70391260
Ets2,ENSMUSG00000022895,23872,protein_coding,16,95502942,95522095
Cep57l1,ENSMUSG00000019813,103268,protein_coding,10,41594836,41685867
9930012K11Rik,ENSMUSG00000044551,268759,protein_coding,14,70391854,70396951
Ube4b,ENSMUSG00000028960,63958,protein_coding,4,149412873,149511206
Sulf1,ENSMUSG00000016918,240725,protein_coding,1,12762501,12931416
H3f3b,ENSMUSG00000016559,15081,protein_coding,11,115912738,115918788
Gnpda1,ENSMUSG00000052102,26384,protein_coding,18,38460588,38472056
Ndfip1,ENSMUSG00000024425,65113,protein_coding,18,38543449,38598356
Ptpn21,ENSMUSG00000021009,24000,protein_coding,12,98643000,98703664
Myof,ENSMUSG00000048612,226101,protein_coding,19,37887484,38032025
Zfand6,ENSMUSG00000030629,65098,protein_coding,7,84262974,84339167
Nmnat1,ENSMUSG00000028992,66454,protein_coding,4,149552029,149569659
Rhobtb3,ENSMUSG00000021589,73296,protein_coding,13,76017656,76092044
Bcl2l1,ENSMUSG00000007659,12048,protein_coding,2,152622588,152673648
Map4k5,ENSMUSG00000034761,399510,protein_coding,12,69850524,69939974
Lrrc8d,ENSMUSG00000046079,231549,protein_coding,5,105847835,105980302
Zfp326,ENSMUSG00000029290,54367,protein_coding,5,106024431,106063684
Glg1,ENSMUSG00000003316,20340,protein_coding,8,111881053,111985848
Serpinb6a,ENSMUSG00000060147,20719,protein_coding,13,34101901,34186777
Zfp654,ENSMUSG00000047141,72020,protein_coding,16,64600710,64672015
Foxo3,ENSMUSG00000048756,56484,protein_coding,10,42057837,42152751
Slco5a1,ENSMUSG00000025938,240726,protein_coding,1,12936773,13062874
Cdk4,ENSMUSG00000006728,12567,protein_coding,10,126899403,126903789
Cggbp1,ENSMUSG00000054604,106143,protein_coding,16,64672359,64679870
B3gnt5,ENSMUSG00000022686,108105,protein_coding,16,19578958,19591503
Armcx2,ENSMUSG00000033436,67416,protein_coding,X,133704894,133709970
Tspan31,ENSMUSG00000006736,67125,protein_coding,10,126903149,126906133
Chmp2b,ENSMUSG00000004843,68942,protein_coding,16,65336014,65359612
Sav1,ENSMUSG00000021067,64010,protein_coding,12,70011786,70033776
Brwd1,ENSMUSG00000022914,93871,protein_coding,16,95793292,95883726
Lta4h,ENSMUSG00000015889,16993,protein_coding,10,93289273,93320737
Prdm14,ENSMUSG00000042414,383491,protein_coding,1,13183681,13197387
Zc3h14,ENSMUSG00000021012,75553,protein_coding,12,98713223,98754012
Alg11,ENSMUSG00000063362,207958,protein_coding,8,22550737,22561643
Reep4,ENSMUSG00000033589,72549,protein_coding,14,70782691,70786373
Cltb,ENSMUSG00000047547,74325,protein_coding,13,54740214,54759157
B4galnt1,ENSMUSG00000006731,14421,protein_coding,10,127001094,127008199
Noc3l,ENSMUSG00000024999,57753,protein_coding,19,38776572,38807681
Ptp4a3,ENSMUSG00000059895,19245,protein_coding,15,73594994,73630615
Bclaf3,ENSMUSG00000044150,382252,protein_coding,X,158309684,158376077
Slc25a13,ENSMUSG00000015112,50799,protein_coding,6,6041218,6217173
Cd24a,ENSMUSG00000047139,12484,protein_coding,10,43454280,43460261
Tor1aip2,ENSMUSG00000050565,240832,protein_coding,1,155911149,155944607
Mprip,ENSMUSG00000005417,26936,protein_coding,11,59552131,59671686
Qrsl1,ENSMUSG00000019863,76563,protein_coding,10,43750184,43777741
Arhgef25,ENSMUSG00000019467,52666,protein_coding,10,127018394,127025952
Slc22a23,ENSMUSG00000038267,73102,protein_coding,13,34363141,34529165
Taf4,ENSMUSG00000039117,228980,protein_coding,2,179553945,179618439
Vps36,ENSMUSG00000031479,70160,protein_coding,8,22682825,22710859
Pgrmc2,ENSMUSG00000049940,70804,protein_coding,3,41020761,41037481
Nherf2,ENSMUSG00000002504,65962,protein_coding,17,24858260,24869301
Mrps21,ENSMUSG00000054312,66292,protein_coding,3,95769946,95778831
Inhbb,ENSMUSG00000037035,16324,protein_coding,1,119343195,119349978
Laptm5,ENSMUSG00000028581,16792,protein_coding,4,130640436,130663452
Ncoa2,ENSMUSG00000005886,17978,protein_coding,1,13209329,13444307
Ccdc112,ENSMUSG00000071855,240261,protein_coding,18,46415218,46444995
Hyal2,ENSMUSG00000010047,15587,protein_coding,9,107445144,107449978
Bcar1,ENSMUSG00000031955,12927,protein_coding,8,112437106,112470441
Hbp1,ENSMUSG00000002996,73389,protein_coding,12,31976253,32000534
Pdlim1,ENSMUSG00000055044,54132,protein_coding,19,40209617,40260286
Cfdp1,ENSMUSG00000031954,23837,protein_coding,8,112495123,112580923
Naa80,ENSMUSG00000079334,56441,protein_coding,9,107456086,107461249
Slc25a15,ENSMUSG00000031482,18408,protein_coding,8,22865567,22888613
Sema6a,ENSMUSG00000019647,20358,protein_coding,18,47368665,47501937
Mrps31,ENSMUSG00000031533,57312,protein_coding,8,22901377,22919681
Abl2,ENSMUSG00000026596,11352,protein_coding,1,156386356,156477138
Trip12,ENSMUSG00000026219,14897,protein_coding,1,84698910,84818237
Them6,ENSMUSG00000056665,223626,protein_coding,15,74593053,74596488
Abcc5,ENSMUSG00000022822,27416,protein_coding,16,20150053,20245144
Kras,ENSMUSG00000030265,16653,protein_coding,6,145162425,145195965
Lin28b,ENSMUSG00000063804,380669,protein_coding,10,45252716,45362491
Tdp1,ENSMUSG00000021177,104884,protein_coding,12,99850776,99921478
Emc10,ENSMUSG00000008140,69683,protein_coding,7,44139361,44145953
Vdac3,ENSMUSG00000008892,22335,protein_coding,8,23067091,23083829
Sypl,ENSMUSG00000020570,19027,protein_coding,12,33003890,33029859
Rapgef5,ENSMUSG00000041992,217944,protein_coding,12,117480099,117723472
Prdx2,ENSMUSG00000005161,21672,protein_coding,8,85696216,85701463
Junb,ENSMUSG00000052837,16477,protein_coding,8,85701113,85705347
Col5a1,ENSMUSG00000026837,12831,protein_coding,2,27776437,27929526
Man2a1,ENSMUSG00000024085,17158,protein_coding,17,64907731,65062105
Ap2m1,ENSMUSG00000022841,11773,protein_coding,16,20354228,20363659
Cdca7l,ENSMUSG00000021175,217946,protein_coding,12,117768024,117842441
Etfa,ENSMUSG00000032314,110842,protein_coding,9,55361792,55419527
Cpsf4,ENSMUSG00000029625,54188,protein_coding,5,145104023,145118851
Tcf7l1,ENSMUSG00000055799,21415,protein_coding,6,72603361,72766237
